"family","GO_accession","GO_name","GO_domain"
"ENSG00000206378","GO:0055085","transmembrane transport","biological_process"
"ENSG00000112559","GO:0030154","cell differentiation","biological_process"
"ENSG00000112559","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000099331","GO:0007165","signal transduction","biological_process"
"ENSG00000099331","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000216135","GO:0035195","miRNA-mediated post-transcriptional gene silencing","biological_process"
"ENSG00000140044","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000140044","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000140044","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000095574","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000095574","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000140044","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000206512","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000206512","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000206512","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000181751","GO:0015031","protein transport","biological_process"
"ENSG00000181751","GO:0030030","cell projection organization","biological_process"
"ENSG00000181751","GO:0006954","inflammatory response","biological_process"
"ENSG00000181751","GO:0060271","cilium assembly","biological_process"
"ENSG00000065883","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000065883","GO:0006397","mRNA processing","biological_process"
"ENSG00000065883","GO:0008380","RNA splicing","biological_process"
"ENSG00000065883","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000065883","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000188316","GO:0008150","biological_process","biological_process"
"ENSG00000225103","GO:0006955","immune response","biological_process"
"ENSG00000225103","GO:0002250","adaptive immune response","biological_process"
"ENSG00000199325","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000199325","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000239306","GO:0045087","innate immune response","biological_process"
"ENSG00000239306","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000239306","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000239306","GO:0006915","apoptotic process","biological_process"
"ENSG00000183574","GO:0006511","ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000183574","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000183574","GO:0055085","transmembrane transport","biological_process"
"ENSG00000131848","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000173548","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000173548","GO:0015031","protein transport","biological_process"
"ENSG00000173548","GO:0006897","endocytosis","biological_process"
"ENSG00000173548","GO:0051301","cell division","biological_process"
"ENSG00000162408","GO:0006396","RNA processing","biological_process"
"ENSG00000173933","GO:0006397","mRNA processing","biological_process"
"ENSG00000173933","GO:0008380","RNA splicing","biological_process"
"ENSG00000173933","GO:0030154","cell differentiation","biological_process"
"ENSG00000173933","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000173933","GO:0006396","RNA processing","biological_process"
"ENSG00000196345","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000196345","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000106829","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000106829","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000106829","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000106829","GO:0008150","biological_process","biological_process"
"ENSG00000173933","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000173662","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000173914","GO:0006397","mRNA processing","biological_process"
"ENSG00000173914","GO:0008380","RNA splicing","biological_process"
"ENSG00000173914","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000144792","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000107796","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000107796","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000173914","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000106829","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000199260","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000199260","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000166762","GO:0055085","transmembrane transport","biological_process"
"ENSG00000166762","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000166762","GO:0030154","cell differentiation","biological_process"
"ENSG00000166762","GO:0007283","spermatogenesis","biological_process"
"ENSG00000204859","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000204859","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000186448","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000186448","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000186448","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000171291","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000221656","GO:0035195","miRNA-mediated post-transcriptional gene silencing","biological_process"
"ENSG00000171291","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000235658","GO:0060271","cilium assembly","biological_process"
"ENSG00000171488","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000171488","GO:0055085","transmembrane transport","biological_process"
"ENSG00000171488","GO:0006396","RNA processing","biological_process"
"ENSG00000107779","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000169679","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000169679","GO:0051301","cell division","biological_process"
"ENSG00000169679","GO:0006915","apoptotic process","biological_process"
"ENSG00000169679","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000169981","GO:0007283","spermatogenesis","biological_process"
"ENSG00000169981","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000169981","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000206286","GO:0015031","protein transport","biological_process"
"ENSG00000107779","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000107779","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000107779","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000107779","GO:0001525","angiogenesis","biological_process"
"ENSG00000107779","GO:0006955","immune response","biological_process"
"ENSG00000107779","GO:0001701","in utero embryonic development","biological_process"
"ENSG00000107779","GO:0007399","nervous system development","biological_process"
"ENSG00000107779","GO:0007507","heart development","biological_process"
"ENSG00000164164","GO:0006508","proteolysis","biological_process"
"ENSG00000164164","GO:0045087","innate immune response","biological_process"
"ENSG00000005483","GO:0006325","chromatin organization","biological_process"
"ENSG00000070886","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000070886","GO:0007155","cell adhesion","biological_process"
"ENSG00000070886","GO:0007399","nervous system development","biological_process"
"ENSG00000070886","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000070886","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000213221","GO:0050821","protein stabilization","biological_process"
"ENSG00000196387","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000196387","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000196387","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000005483","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000005483","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000005483","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000229284","GO:0008150","biological_process","biological_process"
"ENSG00000130560","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000074590","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000074590","GO:0007155","cell adhesion","biological_process"
"ENSG00000074590","GO:0006974","DNA damage response","biological_process"
"ENSG00000164794","GO:0055085","transmembrane transport","biological_process"
